#logging stats for session scenario_20220404_075635_215
#[Histogram log format version 1.0]
#[StartTime: 1649058995.908 (seconds since epoch), Mon Apr 04 07:56:35 GMT 2022]
#[TimeUnit: NANOSECONDS]
#Tag,Interval_Start,Interval_Length,count,min,p25,p50,p75,p90,p95,p98,p99,p999,p9999,max
Tag=cbaworkload_default_001.pages,60.019,10.023,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,60.019,10.023,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,60.019,10.024,11993,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,60.019,10.024,11993,200,200,200,200,200,200,200,200,200,200,68735
Tag=cbaworkload_default_001.strides.servicetime,60.02,10.023,11992,370944,759807,1017855,1216511,1333247,1404927,1437695,1459199,1465343,1465343,819462143
Tag=cbaworkload_default_001.bind,60.023,10.024,12023,23296,25311,25615,25807,25903,26015,26015,26015,26015,26015,5099519
Tag=cbaworkload_default_001.execute,60.024,10.024,12022,5400,5803,5903,6003,6003,6103,6103,6103,6103,6103,4329471
Tag=cbaworkload_default_001.result,60.026,10.024,11986,5700,232831,245503,253567,257407,258175,258815,258815,258943,258943,61472767
Tag=cbaworkload_default_001.result-success,60.028,10.025,11983,221440,268031,279807,287231,290047,290815,291839,291839,291839,291839,61505535
Tag=cbaworkload_default_001.tries,60.031,10.025,11980,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,60.031,10.025,11979,396288,482559,508415,526335,537087,539135,540159,540671,541183,541183,62128127
Tag=cbaworkload_default_001.phases.servicetime,60.033,10.027,11977,260992,318207,327167,333823,336383,337407,337407,337663,337663,337663,61538303
Tag=cbaworkload_default_000.block2--insert-rampup--success,70.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,70.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,70.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,70.005,9.998,9223,1007616,1013247,1014783,1016831,1017343,1018367,1018367,1018367,1018367,1018367,5152767
Tag=cbaworkload_default_000.retry-delay,70.007,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,70.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,70.008,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,70.009,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,70.009,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,70.012,9.996,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,70.015,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,70.018,9.991,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,70.02,9.990,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,70.024,9.987,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,70.027,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,70.027,9.985,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,70.031,9.981,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,70.035,9.978,11997,248704,291327,304127,310783,314111,315647,316415,316415,316671,316671,87752703
Tag=cbaworkload_default_001.block2--insert-rampup--error,70.038,9.977,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,70.039,9.976,12002,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,70.039,9.977,9188,1011200,1024511,1031167,1035263,1038847,1039871,1040895,1040895,1041407,1041407,6094847
Tag=cbaworkload_default_001.retry-delay,70.041,9.977,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,70.042,9.977,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,70.042,9.977,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,70.043,9.977,12006,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,70.043,9.977,12006,200,200,200,200,200,200,200,200,200,200,51711
Tag=cbaworkload_default_001.strides.servicetime,70.043,9.977,12006,382464,628223,778751,862207,927231,950271,970239,971775,988671,990719,835715071
Tag=cbaworkload_default_001.bind,70.047,9.976,11978,21488,25807,26303,26607,26815,26815,26815,26815,26815,26815,5713919
Tag=cbaworkload_default_001.execute,70.048,9.977,11979,5700,6103,6303,6403,6503,6503,6503,6503,6503,6503,495615
Tag=cbaworkload_default_001.result,70.05,9.976,12006,155776,254719,269055,278015,282111,283135,283647,283647,283647,283903,87752703
Tag=cbaworkload_default_001.result-success,70.053,9.975,12006,248704,291327,304127,310783,314111,315647,316415,316415,316415,316671,87752703
Tag=cbaworkload_default_001.tries,70.056,9.975,12006,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,70.056,9.975,12006,427520,527359,554495,577023,591871,593919,598015,598527,598527,598527,88866815
Tag=cbaworkload_default_001.phases.servicetime,70.06,9.973,12006,304128,340735,357887,367615,372479,373247,374271,374783,374783,375039,87883775
Tag=cbaworkload_default_000.block2--insert-rampup--success,80.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,80.002,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,80.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,80.003,10.001,9233,1008640,1013759,1016319,1017855,1019391,1020415,1020415,1020415,1020927,1020927,4681727
Tag=cbaworkload_default_000.retry-delay,80.006,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,80.006,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,80.007,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,80.007,10.001,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,80.008,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,80.008,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,80.009,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,80.009,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,80.01,10.008,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,80.011,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,80.011,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,80.012,10.012,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,80.012,10.015,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,80.013,10.017,12020,239488,265983,276735,282879,285439,285695,286207,286719,287487,287487,87097343
Tag=cbaworkload_default_001.block2--insert-rampup--error,80.015,10.017,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,80.015,10.017,12015,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,80.016,10.017,9246,1009152,1026559,1036287,1048063,1053695,1054719,1057791,1058815,1058815,1058815,4673535
Tag=cbaworkload_default_001.retry-delay,80.018,10.017,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,80.019,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,80.019,10.017,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,80.02,10.016,12011,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,80.02,10.016,12011,100,200,200,200,200,200,200,200,200,200,52607
Tag=cbaworkload_default_001.strides.servicetime,80.02,10.017,12011,395520,765439,989695,1248255,1385471,1467391,1506303,1508351,1508351,1520639,673710079
Tag=cbaworkload_default_001.bind,80.023,10.017,12020,23200,25007,25503,25711,25807,25807,25807,25807,25903,25903,4907007
Tag=cbaworkload_default_001.execute,80.025,10.016,12019,4500,5703,5803,5903,6003,6003,6003,6003,6003,6003,162815
Tag=cbaworkload_default_001.result,80.026,10.016,12011,178176,236927,245247,251903,254591,255103,255231,255359,255615,255743,87031807
Tag=cbaworkload_default_001.result-success,80.028,10.017,12011,239488,265983,276735,282879,285439,285695,286207,286719,287487,287487,87097343
Tag=cbaworkload_default_001.tries,80.031,10.016,12011,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,80.031,10.016,12011,400896,472063,500735,520703,528383,531967,532991,532991,532991,533503,87883775
Tag=cbaworkload_default_001.phases.servicetime,80.033,10.017,12011,279808,313599,323583,329215,333055,334079,334591,334591,335103,335103,87162879
Tag=cbaworkload_default_000.block2--insert-rampup--success,90.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,90.003,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,90.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,90.004,9.999,9201,1008640,1013247,1014783,1017343,1017855,1018367,1018879,1018879,1018879,1018879,10199039
Tag=cbaworkload_default_000.retry-delay,90.007,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,90.007,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,90.008,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,90.008,9.999,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,90.008,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,90.011,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,90.014,9.995,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,90.016,9.994,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,90.018,9.992,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,90.021,9.990,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,90.023,9.988,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,90.024,9.988,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,90.027,9.986,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,90.03,9.983,11983,220032,277503,292351,300543,303615,303871,305151,305407,305663,305663,87490559
Tag=cbaworkload_default_001.block2--insert-rampup--error,90.032,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,90.032,9.984,11985,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,90.033,9.983,9173,1013248,1025535,1032703,1038335,1044991,1046527,1047039,1047551,1047551,1047551,6807551
Tag=cbaworkload_default_001.retry-delay,90.035,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,90.035,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,90.036,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,90.036,9.984,11990,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,90.036,9.984,11990,100,200,200,200,200,200,200,200,200,200,79103
Tag=cbaworkload_default_001.strides.servicetime,90.037,9.984,11990,263168,628735,747519,895999,999935,1032191,1046527,1048063,1062911,1062911,764411903
Tag=cbaworkload_default_001.bind,90.04,9.983,11981,22992,25407,26015,26303,26511,26607,26607,26607,26607,26607,4734975
Tag=cbaworkload_default_001.execute,90.041,9.984,11981,5300,5903,6003,6103,6203,6203,6203,6203,6203,6203,2150399
Tag=cbaworkload_default_001.result,90.042,9.984,11992,208384,248191,259711,267007,271103,273151,273919,273919,274175,274175,87490559
Tag=cbaworkload_default_001.result-success,90.045,9.984,11992,220032,277247,292095,300287,302591,303871,305151,305151,305407,305407,87490559
Tag=cbaworkload_default_001.tries,90.047,9.985,11992,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,90.047,9.985,11992,421632,510975,541695,563199,574463,577535,579071,579071,579071,579071,88473599
Tag=cbaworkload_default_001.phases.servicetime,90.05,9.985,11992,257664,329983,341503,351231,356351,358143,359167,359423,359423,359423,87752703
Tag=cbaworkload_default_000.block2--insert-rampup--success,100.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,100.002,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,100.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,100.003,10.002,9209,1008640,1013247,1014783,1016831,1017343,1018367,1018367,1018879,1018879,1018879,5611519
Tag=cbaworkload_default_000.retry-delay,100.006,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,100.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,100.007,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,100.007,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,100.008,10.010,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,100.008,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,100.009,10.016,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,100.01,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,100.01,10.025,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,100.011,10.028,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,100.011,10.031,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,100.012,10.031,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,100.013,10.034,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,100.013,10.041,12036,231680,269311,282111,287231,290303,290815,291071,291327,291583,291583,89325567
Tag=cbaworkload_default_001.block2--insert-rampup--error,100.016,10.042,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,100.016,10.043,12036,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,100.016,10.043,9196,1013248,1028607,1036799,1043455,1049599,1050623,1052671,1052671,1052671,1052671,15572991
Tag=cbaworkload_default_001.retry-delay,100.019,10.045,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,100.019,10.046,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,100.02,10.045,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,100.02,10.046,12038,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,100.02,10.047,12038,200,200,200,200,200,200,200,200,200,200,239487
Tag=cbaworkload_default_001.strides.servicetime,100.021,10.047,12038,440832,759807,955391,1065983,1208319,1250303,1275903,1278975,1279999,1279999,677904383
Tag=cbaworkload_default_001.bind,100.023,10.050,12041,24288,26111,26511,26815,26911,26911,27007,27007,27007,27007,4151295
Tag=cbaworkload_default_001.execute,100.025,10.050,12042,5200,5803,6003,6103,6103,6203,6203,6203,6203,6203,3790847
Tag=cbaworkload_default_001.result,100.026,10.050,12048,125248,241407,250623,257663,260607,261247,262015,262655,262655,262655,89325567
Tag=cbaworkload_default_001.result-success,100.029,10.050,12051,231680,270335,282111,287487,290303,290815,291327,291583,291583,291583,89325567
Tag=cbaworkload_default_001.tries,100.032,10.051,12057,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,100.032,10.052,12057,360704,490751,529919,545279,553471,558079,559103,559615,561151,561151,120193023
Tag=cbaworkload_default_001.phases.servicetime,100.035,10.059,12066,274688,318719,328447,335103,337919,338687,339711,339711,339711,339711,89587711
Tag=cbaworkload_default_000.block2--insert-rampup--success,110.001,10.000,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,110.004,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,110.005,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,110.005,9.998,9163,1009152,1012735,1015807,1018367,1020415,1020415,1020415,1020927,1020927,1020927,11993087
Tag=cbaworkload_default_000.retry-delay,110.008,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,110.009,9.997,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,110.012,9.995,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,110.014,9.993,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,110.018,9.990,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,110.021,9.987,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,110.025,9.984,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,110.029,9.980,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,110.035,9.975,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,110.039,9.971,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,110.042,9.969,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,110.043,9.968,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,110.047,9.965,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,110.054,9.958,11948,218112,272639,282879,291327,295423,295679,295935,295935,296447,296447,88801279
Tag=cbaworkload_default_001.block2--insert-rampup--error,110.058,9.957,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,110.059,9.956,11962,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,110.059,9.957,9128,1010176,1026559,1034239,1040895,1044479,1045503,1046527,1047039,1047039,1047039,12361727
Tag=cbaworkload_default_001.retry-delay,110.064,9.954,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,110.065,9.953,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,110.065,9.954,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,110.066,9.953,11961,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,110.067,9.952,11961,100,200,200,200,200,200,200,200,200,200,48319
Tag=cbaworkload_default_001.strides.servicetime,110.068,9.952,11963,337408,650751,829439,992255,1093631,1118207,1138687,1139711,1142783,1142783,749207551
Tag=cbaworkload_default_001.bind,110.073,9.950,11958,22592,26207,26815,27311,27407,27503,27503,27503,27615,27615,5132287
Tag=cbaworkload_default_001.execute,110.075,9.949,11957,5100,5803,6003,6103,6203,6203,6203,6203,6203,6203,3399679
Tag=cbaworkload_default_001.result,110.076,9.949,11957,141824,245375,254335,261247,264447,265215,265727,266239,266239,266239,88801279
Tag=cbaworkload_default_001.result-success,110.079,9.949,11957,218112,272639,282879,291327,295423,295679,295935,295935,296447,296447,88801279
Tag=cbaworkload_default_001.tries,110.083,9.947,11952,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,110.084,9.946,11952,356864,494847,526335,548863,556031,559103,561663,561663,563199,563199,88997887
Tag=cbaworkload_default_001.phases.servicetime,110.094,9.939,11943,260352,321791,332543,340991,345343,347135,347903,347903,348159,348159,88866815
Tag=cbaworkload_default_000.block2--insert-rampup--success,120.001,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,120.002,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--resultset-size,120.002,10.004,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tokenfiller,120.003,10.003,9209,1010176,1014271,1017855,1020927,1022975,1023487,1023999,1024511,1024511,1024511,7925759
Tag=cbaworkload_default_000.retry-delay,120.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.pages,120.006,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.skipped-tokens,120.007,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.resultset-size,120.007,10.003,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.read_input,120.008,10.002,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.strides.servicetime,120.008,10.005,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.bind,120.009,10.007,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.execute,120.009,10.009,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result,120.01,10.011,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.result-success,120.01,10.013,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.tries,120.011,10.014,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.cycles.servicetime,120.011,10.015,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.phases.servicetime,120.012,10.017,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--success,120.012,10.020,12037,237312,270591,277247,282367,285951,286975,287487,287743,287999,287999,61308927
Tag=cbaworkload_default_001.block2--insert-rampup--error,120.015,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.block2--insert-rampup--resultset-size,120.015,10.019,12024,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.tokenfiller,120.016,10.019,9213,1008128,1028607,1033215,1042943,1048063,1050623,1050623,1051647,1052671,1052671,7614463
Tag=cbaworkload_default_001.retry-delay,120.018,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.pages,120.018,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.skipped-tokens,120.019,10.019,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.resultset-size,120.019,10.019,12023,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_001.read_input,120.019,10.019,12023,100,200,200,200,200,200,200,200,200,200,60319
Tag=cbaworkload_default_001.strides.servicetime,120.02,10.019,12021,430592,696831,903679,1061887,1178623,1203199,1219583,1229823,1229823,1229823,963641343
Tag=cbaworkload_default_001.bind,120.023,10.019,12021,25200,27503,27903,28303,28415,28511,28511,28511,28607,28607,7704575
Tag=cbaworkload_default_001.execute,120.024,10.019,12022,5300,5903,6103,6203,6203,6303,6303,6303,6303,6303,2842623
Tag=cbaworkload_default_001.result,120.025,10.019,12022,198784,237311,245759,251903,254719,254975,255103,255103,255103,255103,61276159
Tag=cbaworkload_default_001.result-success,120.028,10.019,12022,237312,270335,276991,282111,285695,286975,287487,287743,287743,287743,61308927
Tag=cbaworkload_default_001.tries,120.03,10.019,12023,1,1,1,1,1,1,1,1,1,1,1
Tag=cbaworkload_default_001.cycles.servicetime,120.03,10.019,12025,392704,481023,505599,526335,537599,541183,541695,542719,542719,542719,61964287
Tag=cbaworkload_default_001.phases.servicetime,120.033,10.019,12027,278272,320255,328959,336639,340735,342015,342271,342527,343039,343039,61374463
Tag=cbaworkload_default_000.block2--insert-rampup--success,130.003,9.998,0,0,0,0,0,0,0,0,0,0,0,0
Tag=cbaworkload_default_000.block2--insert-rampup--error,130.005,9.997,0,0,0,0,0,0,0,0,0,0,0,0
